高於閾值？,人均 GDP,出生率資料桶,預期壽命,Co2 排放量,GDP,記錄數,人口 0-14,人口 15-64,人口 65+,人口總數,人均 GDP(資料桶),人均醫療費用,入境旅遊,出境旅遊,出生率,區域,經商便利度(叢集),國家/地區,城市人口,女性預期壽命,年份,新生兒死亡率,營業稅稅率,男性預期壽命,經商便利度,網際網路使用率,能源使用,行動電話使用率,貸款利率,辦稅小時數,醫療費用 % Gdp,開業天數
低於閾值,$354,低於 1.5%,67,3513,$1B,1,0.237,0.663,0.1,3.6M,$0,$24,$0B,$0B,1.2%,歐洲,友好,Moldova,45.8%,71,2000/12/1,0.025,,63,,1%,2883,3%,0.338,,6.7%,
低於閾值,"$82,537",高於 3%,,,$3B,1,,,,0.0M,"$79,696","$2,685",,,,歐洲,Not Clustered,Monaco,100.0%,,2000/12/1,0.004,,,,42%,,43%,,,3.3%,
低於閾值,"$1,610",低於 1.5%,74,,$1B,1,0.213,0.673,0.113,0.6M,$0,$121,,,1.3%,歐洲,非常友好,Montenegro,58.5%,77,2000/12/1,0.013,,71,,,,,,,7.5%,
低於閾值,"$24,175",低於 1.5%,79,165363,$385B,1,0.186,0.679,0.136,15.9M,"$23,440","$1,932",$11B,$14B,1.3%,歐洲,非常友好,Netherlands,76.8%,81,2000/12/1,0.005,,76,,44%,73223,68%,0.048,,8.0%,
低於閾值,"$37,408",低於 1.5%,79,38808,$168B,1,0.2,0.648,0.152,4.5M,"$32,816","$3,432",$3B,$5B,1.3%,歐洲,非常友好,Norway,76.1%,81,2000/12/1,0.004,,76,,52%,26092,72%,0.089,,9.1%,
低於閾值,"$4,470",低於 1.5%,74,301691,$171B,1,0.194,0.684,0.123,38.3M,$0,$247,$6B,$3B,1.0%,歐洲,非常友好,Poland,61.7%,78,2000/12/1,0.008,,70,,7%,89116,18%,0.2,,5.5%,
低於閾值,"$11,370",低於 1.5%,77,62966,$117B,1,0.162,0.676,0.162,10.3M,"$9,376","$1,070",$6B,$3B,1.2%,歐洲,非常友好,Portugal,54.4%,80,2000/12/1,0.006,,73,,16%,24673,65%,,,9.3%,
低於閾值,"$1,662",低於 1.5%,72,89985,$37B,1,0.186,0.68,0.134,22.4M,$0,$72,$0B,$0B,1.0%,歐洲,友好,Romania,53.0%,75,2000/12/1,0.023,,68,,4%,36228,11%,0.539,,4.3%,
低於閾值,"$1,774",低於 1.5%,66,1558112,$260B,1,0.182,0.694,0.124,146.6M,$0,$96,$3B,$9B,0.9%,歐洲,中等,Russia,73.4%,72,2000/12/1,0.02,,59,,2%,619265,2%,0.244,,5.4%,
低於閾值,"$28,696",高於 3%,81,,$1B,1,,,,0.0M,"$28,128","$2,161",,,,歐洲,友好,San Marino,93.4%,84,2000/12/1,0.005,,77,,49%,,54%,0.092,,5.3%,
低於閾值,$809,低於 1.5%,73,,$6B,1,0.202,0.669,0.129,7.5M,$0,$51,,,1.0%,歐洲,友好,Serbia,53.2%,75,2000/12/1,0.011,,70,,,13728,,0.063,,7.4%,
低於閾值,"$5,330",低於 1.5%,73,37312,$29B,1,0.197,0.689,0.114,5.4M,"$4,688",$208,$0B,$0B,1.0%,歐洲,非常友好,Slovakia,56.2%,77,2000/12/1,0.01,,69,,9%,17743,23%,0.149,,5.5%,
低於閾值,"$10,045",低於 1.5%,76,14265,$20B,1,0.159,0.7,0.141,2.0M,"$9,376",$831,$1B,$1B,0.9%,歐洲,非常友好,Slovenia,50.8%,79,2000/12/1,0.005,,72,,15%,6413,61%,0.158,,8.3%,
低於閾值,"$14,405",低於 1.5%,80,294434,$580B,1,0.148,0.684,0.169,40.3M,"$14,064","$1,045",$33B,$8B,1.0%,歐洲,非常友好,Spain,76.3%,83,2000/12/1,0.005,,76,,14%,121856,60%,0.052,,7.2%,
低於閾值,"$27,840",低於 1.5%,80,49794,$247B,1,0.184,0.643,0.173,8.9M,"$23,440","$2,282",$5B,$9B,1.0%,歐洲,非常友好,Sweden,84.0%,82,2000/12/1,0.003,,77,,46%,47556,72%,0.058,,8.2%,
低於閾值,"$35,634",低於 1.5%,80,39050,$256B,1,0.174,0.673,0.153,7.2M,"$32,816","$3,541",$9B,$7B,1.1%,歐洲,非常友好,Switzerland,73.3%,83,2000/12/1,0.005,,77,,47%,25005,65%,0.043,,9.9%,
低於閾值,"$4,226",1.5-3%,70,216148,$267B,1,0.307,0.634,0.06,63.2M,$0,$196,$8B,$2B,2.1%,歐洲,友好,Turkey,64.7%,74,2000/12/1,0.034,,66,,4%,76348,26%,,,4.9%,
低於閾值,$636,低於 1.5%,68,320774,$31B,1,0.175,0.688,0.138,49.2M,$0,$36,$1B,$1B,0.8%,歐洲,中等,Ukraine,67.1%,74,2000/12/1,0.016,,62,,1%,133794,2%,0.415,,5.6%,
低於閾值,"$25,300",低於 1.5%,78,543662,"$1,490B",1,0.19,0.652,0.158,58.9M,"$23,440","$1,761",$30B,$47B,1.2%,歐洲,非常友好,United Kingdom,78.7%,80,2000/12/1,0.006,,75,,27%,222940,74%,0.06,,7.0%,
低於閾值,"$13,563",1.5-3%,75,18643,$9B,1,0.308,0.667,0.024,0.7M,"$9,376",$476,$1B,$0B,2.1%,中東,非常友好,Bahrain,88.4%,76,2000/12/1,0.011,,74,,6%,5865,31%,0.116,,3.5%,
低於閾值,"$1,532",1.5-3%,70,372703,$101B,1,0.347,0.611,0.042,65.9M,$0,$231,$1B,$1B,1.9%,中東,低,Iran,64.0%,71,2000/12/1,0.029,,69,,1%,122983,2%,,,4.6%,
低於閾值,,高於 3%,71,72445,,1,0.428,0.537,0.035,23.8M,,$7,$0B,$0B,3.6%,中東,低,Iraq,68.5%,73,2000/12/1,0.036,,69,,,25937,,,,0.8%,
低於閾值,"$19,876",1.5-3%,79,62691,$125B,1,0.281,0.619,0.1,6.3M,"$18,752","$1,454",$5B,$4B,2.2%,中東,非常友好,Israel,91.2%,81,2000/12/1,0.006,,77,,21%,18234,73%,0.128,,7.4%,
低於閾值,"$1,763",高於 3%,72,15508,$8B,1,0.394,0.575,0.031,4.8M,$0,$171,$1B,$0B,3.1%,中東,中等,Jordan,79.8%,73,2000/12/1,0.023,,70,,3%,4864,8%,0.118,,9.7%,
低於閾值,"$19,787",1.5-3%,73,55181,$38B,1,0.257,0.712,0.031,1.9M,"$18,752",$494,$0B,$3B,2.4%,中東,中等,Kuwait,98.1%,74,2000/12/1,0.011,,72,,7%,18805,25%,0.089,,2.5%,
低於閾值,"$5,335",1.5-3%,75,15354,$17B,1,0.286,0.643,0.071,3.2M,"$4,688",$579,$1B,,1.9%,中東,中等,Lebanon,86.0%,76,2000/12/1,0.017,,73,,8%,4907,23%,0.182,,10.9%,
低於閾值,"$9,062",1.5-3%,72,21896,$20B,1,0.372,0.605,0.023,2.2M,"$4,688",$264,$0B,$1B,2.4%,中東,非常友好,Oman,71.6%,74,2000/12/1,0.014,,70,,4%,8083,7%,0.101,,3.1%,
低於閾值,"$29,914",1.5-3%,77,34730,$18B,1,0.259,0.724,0.017,0.6M,"$28,128",$652,$0B,$0B,1.9%,中東,非常友好,Qatar,96.3%,78,2000/12/1,0.011,,76,,5%,10876,20%,,,2.2%,
低於閾值,"$9,333",1.5-3%,73,296935,$188B,1,0.384,0.581,0.035,20.1M,"$4,688",$398,,,2.7%,中東,非常友好,Saudi Arabia,79.8%,74,2000/12/1,0.019,,71,,2%,101325,7%,,,4.2%,
低於閾值,"$1,180",高於 3%,74,51048,$19B,1,0.408,0.558,0.034,16.4M,$0,$59,$1B,$1B,3.0%,中東,低,Syria,51.9%,75,2000/12/1,0.02,,72,,0%,15765,0%,0.09,,4.9%,
低於閾值,"$34,365",1.5-3%,74,112562,$104B,1,0.254,0.736,0.01,3.0M,"$32,816",$752,$1B,$3B,1.7%,中東,非常友好,United Arab Emirates,80.2%,75,2000/12/1,0.01,,73,,24%,33944,47%,0.097,,2.2%,
低於閾值,$550,高於 3%,61,14639,$10B,1,0.486,0.485,0.029,17.5M,$0,$25,$0B,$0B,3.9%,中東,中等,Yemen,26.3%,62,2000/12/1,0.069,,59,,0%,4747,0%,0.195,,4.1%,
低於閾值,,高於 3%,,,,1,,,,0.1M,,,,,,大洋洲,Not Clustered,American Samoa,88.6%,,2000/12/1,,,,,,,4%,,,,
低於閾值,"$21,668",低於 1.5%,80,329605,$415B,1,0.207,0.669,0.124,19.2M,"$18,752","$1,713",$13B,$9B,1.3%,大洋洲,非常友好,Australia,87.2%,82,2000/12/1,0.005,,77,,47%,108110,45%,0.093,,8.1%,
低於閾值,"$2,075",1.5-3%,68,865,$2B,1,0.351,0.615,0.034,0.8M,$0,$80,$0B,$0B,2.5%,大洋洲,友好,Fiji,47.9%,70,2000/12/1,0.021,,65,,2%,,7%,0.084,,3.9%,
低於閾值,"$14,530",1.5-3%,73,631,$3B,1,0.318,0.64,0.043,0.2M,"$14,064",,,,2.0%,大洋洲,Not Clustered,French Polynesia,56.1%,75,2000/12/1,,,70,,6%,,17%,,,,
低於閾值,,1.5-3%,76,,,1,0.305,0.642,0.054,0.2M,,,,,2.2%,大洋洲,Not Clustered,Guam,93.1%,78,2000/12/1,,,73,,16%,,18%,,,,
低於閾值,$815,1.5-3%,65,33,$0B,1,0.399,0.567,0.034,0.1M,$0,$65,$0B,,2.9%,大洋洲,中等,Kiribati,43.0%,68,2000/12/1,0.054,,62,,2%,,0%,,,7.9%,
高於閾值,"$2,127",高於 3%,66,77,$0B,1,,,,0.1M,$0,$466,$0B,$0B,,大洋洲,中等,Marshall Islands,68.4%,68,2000/12/1,0.034,,63,,2%,,1%,,,22.5%,
低於閾值,"$2,171",高於 3%,68,136,$0B,1,0.403,0.56,0.037,0.1M,$0,$170,$0B,$0B,3.0%,大洋洲,低,"Micronesia, Fed. Sts.",22.3%,68,2000/12/1,0.042,,67,,4%,,,0.153,,7.8%,
低於閾值,"$12,580",1.5-3%,75,2299,$3B,1,0.287,0.654,0.059,0.2M,"$9,376",,$0B,,2.1%,大洋洲,Not Clustered,New Caledonia,61.8%,78,2000/12/1,,,72,,14%,,24%,,,,
低於閾值,"$13,483",1.5-3%,79,32897,$52B,1,0.227,0.655,0.118,3.9M,"$9,376","$1,052",$2B,$1B,1.5%,大洋洲,非常友好,New Zealand,85.7%,81,2000/12/1,0.006,,76,,47%,17056,40%,0.078,,7.6%,
低於閾值,$655,高於 3%,59,2688,$4B,1,0.402,0.573,0.025,5.4M,$0,$26,$0B,$0B,3.5%,大洋洲,中等,Papua New Guinea,13.2%,61,2000/12/1,0.058,,57,,1%,,0%,0.175,,4.0%,
低於閾值,"$1,373",高於 3%,70,139,$0B,1,0.407,0.548,0.045,0.2M,$0,$80,$0B,,3.1%,大洋洲,友好,Samoa,22.0%,73,2000/12/1,0.019,,66,,1%,,1%,,,6.0%,
低於閾值,"$1,055",高於 3%,63,165,$0B,1,0.419,0.553,0.028,0.4M,$0,$48,$0B,$0B,3.6%,大洋洲,友好,Solomon Islands,15.8%,64,2000/12/1,0.028,,62,,1%,,0%,0.146,,4.6%,
低於閾值,"$1,925",1.5-3%,71,121,$0B,1,0.384,0.559,0.057,0.1M,$0,$92,$0B,,2.8%,大洋洲,友好,Tonga,23.0%,73,2000/12/1,0.015,,69,,2%,,0%,0.113,,4.8%,
低於閾值,"$1,470",高於 3%,68,81,$0B,1,0.415,0.552,0.033,0.2M,$0,$52,$0B,$0B,3.2%,大洋洲,友好,Vanuatu,21.7%,69,2000/12/1,0.02,,66,,2%,,0%,0.099,,3.6%,
低於閾值,"$10,144",1.5-3%,74,345,$1B,1,0.292,0.637,0.071,0.1M,"$9,376",$408,$0B,$0B,2.0%,美洲,友好,Antigua and Barbuda,32.1%,76,2000/12/1,0.014,,71,,7%,,28%,0.122,,4.0%,
低於閾值,"$9,322",1.5-3%,74,141077,$344B,1,0.279,0.621,0.099,36.9M,"$4,688",$710,$3B,$5B,1.9%,美洲,中等,Argentina,89.1%,78,2000/12/1,0.018,,70,,7%,60954,18%,0.111,,9.2%,
低於閾值,"$20,620",低於 1.5%,74,2233,$2B,1,0.232,0.692,0.076,0.1M,"$18,752",,$1B,$0B,1.4%,美洲,Not Clustered,Aruba,46.7%,76,2000/12/1,,,71,,15%,,17%,0.121,,,
低於閾值,"$21,251",1.5-3%,72,1668,$6B,1,0.293,0.654,0.054,0.3M,"$18,752","$1,107",$2B,$0B,1.8%,美洲,友好,"Bahamas, The",82.0%,75,2000/12/1,0.013,,69,,8%,,11%,0.06,,5.2%,
低於閾值,"$11,675",低於 1.5%,73,1188,$3B,1,0.219,0.666,0.115,0.3M,"$9,376",$602,$1B,$0B,1.3%,美洲,友好,Barbados,33.8%,75,2000/12/1,0.015,,71,,4%,,11%,0.102,,6.3%,
低於閾值,"$3,486",1.5-3%,71,689,$1B,1,0.402,0.555,0.043,0.2M,$0,$139,$0B,$0B,2.9%,美洲,中等,Belize,47.7%,74,2000/12/1,0.021,,67,,6%,,7%,0.16,,4.0%,
低於閾值,"$56,284",低於 1.5%,78,495,$3B,1,,,,0.1M,"$56,256",,$0B,,1.4%,美洲,Not Clustered,Bermuda,100.0%,81,2000/12/1,,,75,,43%,,21%,,,,
低於閾值,$989,高於 3%,63,10224,$8B,1,0.398,0.56,0.042,8.5M,$0,$60,$0B,$0B,3.1%,美洲,低,Bolivia,61.8%,65,2000/12/1,0.057,,61,,1%,3737,7%,0.346,,6.1%,
低於閾值,"$3,696",1.5-3%,71,327984,$645B,1,0.296,0.649,0.055,174.5M,$0,$265,$2B,$5B,2.1%,美洲,中等,Brazil,81.2%,74,2000/12/1,0.029,,67,,3%,187442,13%,0.568,,7.2%,
低於閾值,"$24,017",低於 1.5%,80,534484,$739B,1,0.192,0.683,0.125,30.8M,"$23,440","$2,090",$13B,$15B,1.1%,美洲,非常友好,Canada,79.5%,82,2000/12/1,0.005,,77,,51%,251450,28%,0.073,,8.8%,
低於閾值,,高於 3%,,455,,1,,,,0.0M,,,$1B,,,美洲,Not Clustered,Cayman Islands,100.0%,,2000/12/1,,,,,,,26%,,,,
低於閾值,"$5,133",1.5-3%,77,58694,$79B,1,0.278,0.65,0.072,15.5M,"$4,688",$390,$1B,$1B,1.7%,美洲,非常友好,Chile,86.1%,80,2000/12/1,0.009,,74,,17%,25174,22%,0.148,,7.7%,
低於閾值,"$2,504",1.5-3%,71,57924,$100B,1,0.328,0.624,0.047,39.9M,$0,$148,$1B,$1B,2.3%,美洲,非常友好,Colombia,72.1%,75,2000/12/1,0.021,,67,,2%,25814,6%,0.188,,5.9%,
低於閾值,"$4,058",1.5-3%,78,5475,$16B,1,0.315,0.631,0.055,3.9M,$0,$287,$1B,$1B,2.0%,美洲,中等,Costa Rica,59.0%,80,2000/12/1,0.011,,75,,6%,2874,5%,0.249,,7.1%,
低於閾值,"$2,744",低於 1.5%,77,26039,$31B,1,0.216,0.685,0.099,11.1M,$0,$166,$2B,,1.3%,美洲,Not Clustered,Cuba,75.3%,79,2000/12/1,0.007,,75,,1%,12859,0%,,,6.1%,
低於閾值,,高於 3%,,,,1,0.249,0.648,0.103,0.1M,,,$0B,,,美洲,Not Clustered,Curacao,90.8%,,2000/12/1,,,,,,,,,,,
低於閾值,"$4,657",高於 3%,,103,$0B,1,,,,0.1M,$0,$231,$0B,$0B,,美洲,友好,Dominica,65.3%,,2000/12/1,0.014,,,,9%,,2%,0.117,,5.0%,
低於閾值,"$2,770",1.5-3%,71,20117,$24B,1,0.349,0.599,0.051,8.7M,$0,$173,$3B,$0B,2.5%,美洲,中等,Dominican Republic,61.7%,74,2000/12/1,0.033,,68,,4%,7499,8%,0.268,,6.3%,
低於閾值,"$1,462",1.5-3%,74,20942,$18B,1,0.345,0.604,0.051,12.5M,$0,$53,$0B,$0B,2.5%,美洲,中等,Ecuador,60.3%,76,2000/12/1,0.028,,71,,2%,7815,4%,0.171,,3.6%,
低於閾值,"$2,204",1.5-3%,70,5743,$13B,1,0.383,0.562,0.055,6.0M,$0,$179,$0B,$0B,2.5%,美洲,中等,El Salvador,58.9%,74,2000/12/1,0.027,,65,,1%,3968,13%,0.14,,8.1%,
低於閾值,"$19,004",1.5-3%,67,532,$1B,1,,,,0.1M,"$18,752",,,,1.6%,美洲,Not Clustered,Greenland,81.6%,70,2000/12/1,,,64,,32%,,27%,,,,
低於閾值,"$5,149",1.5-3%,71,191,$1B,1,0.35,0.572,0.078,0.1M,"$4,688",$339,$0B,$0B,1.9%,美洲,中等,Grenada,35.9%,73,2000/12/1,0.014,,68,,4%,,4%,0.116,,6.6%,
低於閾值,"$1,722",高於 3%,68,9916,$19B,1,0.441,0.519,0.04,11.2M,$0,$96,$0B,$0B,3.7%,美洲,友好,Guatemala,45.1%,71,2000/12/1,0.04,,64,,1%,7041,8%,0.209,,5.6%,
低於閾值,$957,1.5-3%,64,1610,$1B,1,0.354,0.602,0.045,0.7M,$0,$56,$0B,$0B,2.2%,美洲,中等,Guyana,28.7%,67,2000/12/1,0.039,,60,,7%,,5%,0.173,,5.8%,
低於閾值,$427,高於 3%,58,1368,$4B,1,0.403,0.557,0.04,8.6M,$0,$26,$0B,$0B,3.1%,美洲,低,Haiti,35.6%,59,2000/12/1,0.075,,56,,0%,2010,1%,0.314,,6.1%,
低於閾值,"$1,140",高於 3%,71,5031,$7B,1,0.424,0.537,0.039,6.2M,$0,$76,$0B,$0B,3.2%,美洲,中等,Honduras,45.5%,73,2000/12/1,0.031,,68,,1%,2990,3%,0.268,,6.6%,
低於閾值,"$3,479",1.5-3%,71,10319,$9B,1,0.327,0.599,0.075,2.6M,$0,$189,$2B,$0B,2.1%,美洲,友好,Jamaica,51.8%,73,2000/12/1,0.02,,68,,3%,3829,14%,0.233,,5.5%,
低於閾值,"$6,585",1.5-3%,75,381518,$684B,1,0.341,0.61,0.049,103.9M,"$4,688",$328,$9B,$6B,2.4%,美洲,非常友好,Mexico,74.7%,77,2000/12/1,0.022,,72,,5%,145384,14%,0.169,,5.1%,
低於閾值,"$1,001",1.5-3%,70,3762,$5B,1,0.409,0.554,0.037,5.1M,$0,$54,$0B,$0B,2.8%,美洲,中等,Nicaragua,54.7%,72,2000/12/1,0.033,,67,,1%,2522,2%,0.181,,5.4%,
低於閾值,"$3,804",1.5-3%,76,5790,$12B,1,0.321,0.623,0.055,3.1M,$0,$295,$1B,$0B,2.4%,美洲,友好,Panama,62.2%,78,2000/12/1,0.022,,73,,7%,2569,13%,0.105,,7.8%,
低於閾值,"$1,532",1.5-3%,70,3689,$8B,1,0.382,0.574,0.044,5.4M,$0,$124,$0B,$0B,2.8%,美洲,中等,Paraguay,55.3%,72,2000/12/1,0.028,,68,,1%,3850,15%,0.268,,8.1%,
低於閾值,"$1,949",1.5-3%,71,30297,$51B,1,0.341,0.611,0.048,26.0M,$0,$96,$1B,$1B,2.4%,美洲,非常友好,Peru,73.0%,73,2000/12/1,0.03,,68,,3%,12222,5%,0.3,,4.7%,
低於閾值,"$16,192",1.5-3%,77,,$62B,1,0.236,0.651,0.113,3.8M,"$14,064",,$2B,$1B,1.6%,美洲,非常友好,Puerto Rico,94.4%,81,2000/12/1,,,73,,11%,,35%,,,,
低於閾值,,高於 3%,,,,1,,,,0.0M,,,$1B,$0B,,美洲,Not Clustered,Sint Maarten (Dutch part),100.0%,,2000/12/1,,,,,,,,,,,
低於閾值,"$9,146",高於 3%,,103,$0B,1,,,,0.0M,"$4,688",$392,$0B,$0B,,美洲,友好,St. Kitts and Nevis,32.8%,,2000/12/1,0.014,,,,6%,,3%,0.111,,4.3%,
低於閾值,"$4,871",1.5-3%,72,330,$1B,1,0.322,0.602,0.076,0.2M,"$4,688",$272,$0B,$0B,2.0%,美洲,友好,St. Lucia,27.8%,73,2000/12/1,0.015,,70,,5%,,2%,0.131,,5.6%,
低於閾值,,1.5-3%,77,,,1,,,,0.0M,,,,,1.7%,美洲,Not Clustered,St. Martin (French part),,80,2000/12/1,,,74,,,,,,,,
低於閾值,"$3,684",1.5-3%,71,158,$0B,1,0.314,0.616,0.069,0.1M,$0,$137,$0B,$0B,2.0%,美洲,友好,St. Vincent and the Grenadines,45.2%,73,2000/12/1,0.019,,68,,3%,,2%,0.115,,3.7%,
低於閾值,"$1,912",1.5-3%,68,2127,$1B,1,0.306,0.637,0.057,0.5M,$0,$167,$0B,$0B,2.3%,美洲,低,Suriname,66.4%,71,2000/12/1,0.03,,65,,3%,,9%,0.29,,8.7%,
低於閾值,"$6,431",1.5-3%,69,24514,$8B,1,0.256,0.679,0.065,1.3M,"$4,688",$260,$0B,$0B,1.5%,美洲,友好,Trinidad and Tobago,10.8%,72,2000/12/1,0.025,,65,,8%,10854,13%,0.165,,4.0%,
低於閾值,,高於 3%,,15,,1,,,,0.0M,,,$0B,,,美洲,Not Clustered,Turks and Caicos Islands,84.6%,,2000/12/1,,,,,,,,,,,
低於閾值,"$36,504",低於 1.5%,77,5713560,"$10,300B",1,0.213,0.663,0.124,282.2M,"$32,816","$4,790",$121B,$91B,1.4%,美洲,非常友好,United States,79.1%,79,2000/12/1,0.007,,74,,43%,2273332,39%,0.092,,13.6%,
低於閾值,"$6,873",1.5-3%,75,5306,$23B,1,0.246,0.624,0.131,3.3M,"$4,688",$773,$1B,$0B,1.6%,美洲,友好,Uruguay,92.0%,78,2000/12/1,0.015,,71,,11%,3092,12%,0.461,,11.2%,
低於閾值,"$4,794",1.5-3%,73,152415,$117B,1,0.337,0.617,0.046,24.4M,"$4,688",$273,$0B,$2B,2.4%,美洲,低,Venezuela,88.0%,75,2000/12/1,0.018,,70,,3%,56424,22%,0.252,,5.7%,
低於閾值,"$1,703",1.5-3%,70,84293,$55B,1,0.33,0.63,0.04,32.2M,$0,$65,$0B,$0B,1.9%,非洲,低,Algeria,60.7%,71,2001/12/1,0.033,,68,,1%,27072,0%,0.095,,3.8%,
低於閾值,$621,高於 3%,46,9732,$9B,1,0.477,0.499,0.025,14.4M,$0,$36,$0B,$0B,5.0%,非洲,低,Angola,33.2%,47,2001/12/1,0.127,,45,,0%,7883,1%,0.96,,5.8%,
低於閾值,$348,高於 3%,56,1738,$2B,1,0.453,0.518,0.029,7.2M,$0,$16,$0B,$0B,4.2%,非洲,低,Benin,38.7%,57,2001/12/1,0.088,,54,,0%,2109,2%,,,4.7%,
低於閾值,"$3,078",1.5-3%,50,4334,$5B,1,0.377,0.593,0.03,1.8M,$0,$175,$0B,$0B,2.7%,非洲,友好,Botswana,54.1%,51,2001/12/1,0.054,,48,,3%,1868,19%,0.158,,5.2%,
低於閾值,$235,高於 3%,51,997,$3B,1,0.467,0.506,0.027,11.9M,$0,$12,$0B,$0B,4.6%,非洲,低,Burkina Faso,18.5%,52,2001/12/1,0.095,,50,,0%,,1%,,,4.9%,
低於閾值,$128,高於 3%,49,216,$1B,1,0.484,0.487,0.029,6.8M,$0,$7,$0B,$0B,4.2%,非洲,低,Burundi,8.5%,50,2001/12/1,0.089,,47,,0%,,1%,0.168,,6.8%,
低於閾值,$589,高於 3%,52,3421,$10B,1,0.451,0.515,0.034,16.4M,$0,$27,$0B,$0B,4.1%,非洲,低,Cameroon,46.1%,53,2001/12/1,0.09,,51,,0%,6384,3%,0.207,,4.7%,
低於閾值,$252,高於 3%,44,246,$1B,1,0.422,0.538,0.04,3.7M,$0,$10,$0B,$0B,3.9%,非洲,低,Central African Republic,37.7%,45,2001/12/1,0.113,,42,,0%,,0%,0.207,,4.0%,
低於閾值,$198,高於 3%,47,172,$2B,1,0.491,0.481,0.028,8.6M,$0,$12,$0B,$0B,5.1%,非洲,低,Chad,21.7%,48,2001/12/1,0.105,,46,,0%,,0%,0.207,,6.0%,
低於閾值,$406,高於 3%,59,88,$0B,1,0.414,0.555,0.031,0.5M,$0,$11,$0B,,3.9%,非洲,低,Comoros,28.0%,60,2001/12/1,0.073,,57,,0%,,,0.12,,2.8%,
低於閾值,$154,高於 3%,47,1566,$7B,1,0.464,0.507,0.028,48.2M,$0,$6,,,4.7%,非洲,低,Congo (Kinshasa),35.6%,48,2001/12/1,0.114,,45,,0%,17242,0%,,,4.3%,
低於閾值,$872,高於 3%,53,862,$3B,1,0.419,0.545,0.036,3.2M,$0,$21,$0B,$0B,3.9%,非洲,低,Congo (Brazzaville),59.2%,54,2001/12/1,0.075,,51,,0%,884,5%,0.207,,2.4%,
低於閾值,$642,高於 3%,47,7726,$11B,1,0.421,0.55,0.029,16.4M,$0,$34,$0B,$0B,3.8%,非洲,低,Cote d'Ivoire,44.2%,47,2001/12/1,0.098,,46,,0%,6483,4%,,,5.2%,
低於閾值,$780,高於 3%,58,385,$1B,1,0.407,0.562,0.031,0.7M,$0,$41,$0B,$0B,3.0%,非洲,低,Djibouti,76.6%,59,2001/12/1,0.078,,56,,0%,,0%,0.115,,5.4%,
低於閾值,"$1,453",1.5-3%,69,125452,$98B,1,0.348,0.598,0.054,67.2M,$0,$76,$4B,$1B,2.5%,非洲,中等,Egypt,42.8%,71,2001/12/1,0.034,,66,,1%,45698,4%,0.133,,5.8%,
低於閾值,"$2,733",高於 3%,48,3095,$1B,1,0.423,0.541,0.036,0.5M,$0,$50,$0B,$0B,3.9%,非洲,低,Equatorial Guinea,38.8%,49,2001/12/1,0.096,,47,,0%,,3%,0.207,,1.5%,
低於閾值,$183,高於 3%,57,631,$1B,1,0.462,0.519,0.019,4.1M,$0,$7,$0B,,4.0%,非洲,低,Eritrea,17.8%,59,2001/12/1,0.056,,54,,0%,742,,,,3.9%,
低於閾值,$119,高於 3%,53,4309,$8B,1,0.466,0.504,0.031,68.0M,$0,$6,$0B,$0B,4.3%,非洲,中等,Ethiopia,14.9%,54,2001/12/1,0.087,,52,,0%,26171,0%,0.109,,4.7%,
低於閾值,"$3,754",高於 3%,60,1782,$5B,1,0.404,0.538,0.058,1.3M,$0,$125,$0B,$0B,3.4%,非洲,低,Gabon,80.9%,61,2001/12/1,0.055,,58,,1%,1579,12%,0.207,,3.3%,
低於閾值,$543,高於 3%,56,282,$1B,1,0.459,0.515,0.027,1.3M,$0,$25,,,4.5%,非洲,低,"Gambia, The",48.8%,57,2001/12/1,0.062,,54,,1%,,4%,0.24,,4.6%,
低於閾值,$275,高於 3%,57,6920,$5B,1,0.412,0.557,0.031,19.3M,$0,$15,$0B,$0B,3.4%,非洲,友好,Ghana,44.6%,58,2001/12/1,0.063,,56,,0%,8045,1%,,,5.6%,
低於閾值,$319,高於 3%,51,1298,$3B,1,0.44,0.526,0.034,8.9M,$0,$19,$0B,$0B,4.2%,非洲,低,Guinea,31.4%,51,2001/12/1,0.099,,51,,0%,,1%,,,5.9%,
低於閾值,$295,高於 3%,52,150,$0B,1,0.434,0.535,0.031,1.3M,$0,$15,$0B,$0B,4.1%,非洲,低,Guinea-Bissau,37.5%,53,2001/12/1,0.106,,51,,0%,,,,,5.0%,
低於閾值,$404,高於 3%,53,9369,$13B,1,0.438,0.534,0.028,32.1M,$0,$19,$1B,$0B,3.9%,非洲,中等,Kenya,20.2%,54,2001/12/1,0.068,,52,,1%,14259,2%,0.197,,4.6%,
低於閾值,$377,高於 3%,46,,$1B,1,0.41,0.545,0.046,1.9M,$0,$28,$0B,$0B,3.1%,非洲,中等,Lesotho,20.1%,46,2001/12/1,0.082,,45,,0%,,3%,0.166,,7.5%,
低於閾值,$172,高於 3%,53,502,$1B,1,0.432,0.537,0.031,3.0M,$0,$11,,,4.2%,非洲,低,Liberia,44.7%,53,2001/12/1,0.112,,52,,0%,,0%,0.221,,6.4%,
低於閾值,"$5,404",1.5-3%,73,48100,$28B,1,0.326,0.634,0.04,5.3M,"$4,688",$261,$0B,$1B,2.2%,非洲,低,Libya,76.4%,74,2001/12/1,0.024,,71,,0%,16361,1%,0.07,,4.1%,
